,file_name,wave,note,octave,note_octave,freq,attack_duration,decay_duration,sustain_level,release_duration
466,saw/ads_F♯6_92.wav,saw/ads,F♯,6,F♯6,1479.9776908465376,0.96,1.875,0.6956521739130435,2
467,saw/ads_D3_93.wav,saw/ads,D,3,D3,146.8323839587038,0.12,1.6666666666666665,0.30434782608695654,2
468,saw/ads_C♯3_94.wav,saw/ads,C♯,3,C♯3,138.59131548843604,0.16,0.3125,0.4782608695652174,2
469,saw/ads_F♯4_95.wav,saw/ads,F♯,4,F♯4,369.9944227116344,0.6,3.0,0.7391304347826086,2
470,saw/ads_E2_96.wav,saw/ads,E,2,E2,82.4068892282175,0.4,2.0,0.6521739130434783,2
471,saw/ads_F♯4_97.wav,saw/ads,F♯,4,F♯4,369.9944227116344,1.08,1.6666666666666665,0.7391304347826086,2
472,saw/ads_D2_98.wav,saw/ads,D,2,D2,73.41619197935188,0.2,1.0,0.5652173913043478,2
473,saw/ads_G3_99.wav,saw/ads,G,3,G3,195.99771799087463,0.42,5.833333333333334,0.5217391304347826,2
474,saw/ads_G♯6_100.wav,saw/ads,G♯,6,G♯6,1661.2187903197805,0.56,5.7142857142857135,0.6956521739130435,2
475,saw/ads_A♯2_101.wav,saw/ads,A♯,2,A♯2,116.54094037952248,0.4,12.5,0.6521739130434783,2
476,saw/ads_C♯6_102.wav,saw/ads,C♯,6,C♯6,1108.7305239074883,0.04,1.25,0.2608695652173913,2
477,saw/ads_B3_103.wav,saw/ads,B,3,B3,246.94165062806206,0.22,27.5,0.6086956521739131,2
478,saw/ads_D♯5_104.wav,saw/ads,D♯,5,D♯5,622.2539674441618,0.12,3.75,0.30434782608695654,2
479,saw/ads_E2_105.wav,saw/ads,E,2,E2,82.4068892282175,0.2,4.0,0.43478260869565216,2
480,saw/ads_G6_106.wav,saw/ads,G,6,G6,1567.981743926997,0.7,3.5,0.6086956521739131,2
481,saw/ads_A4_107.wav,saw/ads,A,4,A4,440.0,1.08,3.75,0.7391304347826086,2
482,saw/ads_F♯5_108.wav,saw/ads,F♯,5,F♯5,739.9888454232688,0.96,1.875,0.6956521739130435,2
483,saw/ads_A2_109.wav,saw/ads,A,2,A2,110.0,0.72,5.625,0.782608695652174,2
484,saw/ads_G♯3_110.wav,saw/ads,G♯,3,G♯3,207.65234878997256,0.16,20.0,0.4782608695652174,2
485,saw/ads_F2_111.wav,saw/ads,F,2,F2,87.30705785825097,0.3,4.166666666666667,0.5217391304347826,2
486,saw/ads_C♯4_112.wav,saw/ads,C♯,4,C♯4,277.1826309768721,0.07,0.7142857142857142,0.391304347826087,2
487,saw/ads_D2_113.wav,saw/ads,D,2,D2,73.41619197935188,0.08,2.5,0.30434782608695654,2
488,saw/ads_D5_114.wav,saw/ads,D,5,D5,587.3295358348151,0.1,2.0,0.34782608695652173,2
489,saw/ads_A4_115.wav,saw/ads,A,4,A4,440.0,1.8,2.25,0.9130434782608695,2
490,saw/ads_F4_116.wav,saw/ads,F,4,F4,349.2282314330039,0.5,2.5,0.5217391304347826,2
491,saw/ads_E5_117.wav,saw/ads,E,5,E5,659.2551138257398,0.36,2.2222222222222223,0.6086956521739131,2
492,saw/ads_F6_118.wav,saw/ads,F,6,F6,1396.9129257320155,0.45,2.7777777777777777,0.6521739130434783,2
493,saw/ads_G4_119.wav,saw/ads,G,4,G4,391.99543598174927,0.07,35.0,0.391304347826087,2
494,saw/ads_G2_120.wav,saw/ads,G,2,G2,97.99885899543733,0.21,11.666666666666668,0.4782608695652174,2
495,saw/ads_G2_121.wav,saw/ads,G,2,G2,97.99885899543733,0.98,2.5,0.6956521739130435,2
496,saw/ads_F♯5_122.wav,saw/ads,F♯,5,F♯5,739.9888454232688,0.84,2.142857142857143,0.6521739130434783,2
497,saw/ads_D♯2_123.wav,saw/ads,D♯,2,D♯2,77.78174593052023,0.48,0.9375,0.5652173913043478,2
498,saw/ads_E6_124.wav,saw/ads,E,6,E6,1318.5102276514797,0.08,10.0,0.30434782608695654,2
499,saw/ads_D5_125.wav,saw/ads,D,5,D5,587.3295358348151,0.04,5.0,0.21739130434782608,2
